Maturity,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0,9.5,10.0,10.5,11.0,11.5,12.0,12.5,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.5,17.0,17.5,18.0,18.5,19.0,19.5,20.0,20.5,21.0,21.5,22.0,22.5,23.0,23.5,24.0,24.5,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 Jan 19,0.93116614848081,0.99144647719019,1.07039707551797,1.11541946417077,1.14219932556400,1.16323720279720,1.18226796633094,1.20003698106563,1.21671412644556,1.23240004800979,1.24729642994914,1.26161805708579,1.27553206511018,1.28915680954555,1.30256451806526,1.31578688343148,1.32881958369273,1.34163173302898,1.35417304874601,1.36637952929211,1.37817869470651,1.38950431956287,1.40030769480025,1.41055513168183,1.42022506293117,1.42930687916680,1.43780006495964,1.44571250347365,1.45305902843256,1.45986026569321,1.46614145362770,1.47192888847812,1.47724684673988,1.48211760358854,1.48656171878247,1.49059827491525,1.49424507703254,1.49751882073051,1.50043523439289,1.50300920009261,1.50525485680036,1.50718568884919,1.50881460205514,1.51015398945782,1.51121578829557,1.51201152954908,1.51255238116027,1.51284918584885,1.51291249429824,1.51275259435923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
